Ticker,Year,Life_Cycle_Stage,Operating_CF,Investing_CF,Financing_CF
SPSC,2020,Growth,88562000.0,-120469000.0,2328000.0
SPSC,2021,Maturity,112893000.0,-46703000.0,-8361000.0
SPSC,2022,Maturity,100052000.0,-112790000.0,-31631000.0
SPSC,2023,Growth,132298000.0,-92642000.0,15970000.0
SPSC,2024,Maturity,157398000.0,-110454000.0,-23026000.0
WEX,2020,Maturity,736804000.0,-329086000.0,-59041000.0
WEX,2021,Introduction,-42600000.0,-1601100000.0,1596200000.0
WEX,2022,Growth,679400000.0,-716700000.0,681300000.0
WEX,2023,Growth,907900000.0,-2138300000.0,1573300000.0
WEX,2024,Maturity,481400000.0,-960600000.0,-260300000.0
SNDK,2020,Data Missing,,,
SNDK,2021,Data Missing,,,
SNDK,2022,Data Missing,,,
SNDK,2023,Data Missing,,,
SNDK,2024,Data Missing,,,
OS,2020,Data Missing,,,
OS,2021,Data Missing,,,
OS,2022,Decline,-32941000.0,34877000.0,1475000.0
OS,2023,Shake-out,21265000.0,84750000.0,-3845000.0
OS,2024,Growth,61152000.0,-10212000.0,376453000.0
VRNS,2020,Introduction,-5842000.0,-54748000.0,225753000.0
VRNS,2021,Shake-out,7178000.0,54379000.0,510112000.0
VRNS,2022,Maturity,11871000.0,-374251000.0,-75581000.0
VRNS,2023,Maturity,59416000.0,-143076000.0,-53400000.0
VRNS,2024,Growth,115200000.0,-532255000.0,371900000.0
ITRI,2020,Maturity,109514000.0,-41036000.0,-11576000.0
ITRI,2021,Maturity,154794000.0,-34884000.0,-152887000.0
ITRI,2022,Shake-out,24500000.0,40516000.0,-18737000.0
ITRI,2023,Maturity,124971000.0,-23308000.0,-3508000.0
ITRI,2024,Growth,238175000.0,-63412000.0,579573000.0
QTWO,2020,Introduction,-2938000.0,-124163000.0,434676000.0
QTWO,2021,Maturity,31092000.0,-65129000.0,-51160000.0
QTWO,2022,Growth,36556000.0,-165555000.0,5882000.0
QTWO,2023,Shake-out,70292000.0,113268000.0,-152012000.0
QTWO,2024,Growth,135751000.0,-21080000.0,13317000.0
CRUS,2020,Maturity,295815000.0,-100221000.0,-119647000.0
CRUS,2021,Maturity,348945000.0,-77675000.0,-121225000.0
CRUS,2022,Maturity,124753000.0,-18372000.0,-178731000.0
CRUS,2023,Maturity,339568000.0,-33330000.0,-230268000.0
CRUS,2024,Maturity,421674000.0,-163012000.0,-201682000.0
CLBT,2020,Data Missing,,,
CLBT,2021,Data Missing,,,
CLBT,2022,Data Missing,,,
CLBT,2023,Data Missing,,,
CLBT,2024,Data Missing,,,
QLYS,2020,Maturity,180086000.0,-80932000.0,-112581000.0
QLYS,2021,Maturity,200616000.0,-29532000.0,-107888000.0
QLYS,2022,Shake-out,198854000.0,145068000.0,-306031000.0
QLYS,2023,Maturity,244605000.0,-73166000.0,-141493000.0
QLYS,2024,Maturity,244094000.0,-71427000.0,-145650000.0
LYFT,2020,Decline,-1378899000.0,740427000.0,512566000.0
LYFT,2021,Decline,-101721000.0,267012000.0,-72470000.0
LYFT,2022,Decline,-237285000.0,186045000.0,-87500000.0
LYFT,2023,Decline,-98244000.0,599753000.0,-122078000.0
LYFT,2024,Maturity,849737000.0,-517978000.0,-155869000.0
VNT,2020,Maturity,691300000.0,-41700000.0,-283900000.0
VNT,2021,Growth,481100000.0,-1007700000.0,725500000.0
VNT,2022,Maturity,321200000.0,-329900000.0,-347900000.0
VNT,2023,Shake-out,455000000.0,69300000.0,-387800000.0
VNT,2024,Maturity,427500000.0,-11400000.0,-392300000.0
MKSI,2020,Maturity,513000000.0,-202000000.0,-122000000.0
MKSI,2021,Maturity,640000000.0,-205000000.0,-65000000.0
MKSI,2022,Growth,529000000.0,-4552000000.0,3971000000.0
MKSI,2023,Maturity,319000000.0,-84000000.0,-259000000.0
MKSI,2024,Maturity,528000000.0,-117000000.0,-549000000.0
BOX,2020,Maturity,44713000.0,-13296000.0,-53416000.0
BOX,2021,Growth,196834000.0,-16383000.0,218677000.0
BOX,2022,Maturity,234818000.0,-239368000.0,-172861000.0
BOX,2023,Shake-out,297982000.0,120600000.0,-396495000.0
BOX,2024,Maturity,318727000.0,-82792000.0,-272896000.0
BILL,2020,Introduction,-4430000.0,-249487000.0,863126000.0
BILL,2021,Growth,4623000.0,-1426890000.0,1639583000.0
BILL,2022,Introduction,-18093000.0,-1127302000.0,2878566000.0
BILL,2023,Shake-out,187768000.0,259285000.0,235110000.0
BILL,2024,Maturity,278771000.0,-409374000.0,-742599000.0
INTA,2020,Introduction,-1410000.0,-5134000.0,27246000.0
INTA,2021,Introduction,-9749000.0,-25604000.0,32404000.0
INTA,2022,Growth,14236000.0,-7287000.0,6647000.0
INTA,2023,Growth,27487000.0,-14340000.0,64100000.0
INTA,2024,Growth,67231000.0,-19828000.0,30325000.0
NSIT,2020,Shake-out,355582000.0,9706000.0,-361791000.0
NSIT,2021,Maturity,163711000.0,-21074000.0,-161385000.0
NSIT,2022,Growth,98106000.0,-137841000.0,114007000.0
NSIT,2023,Maturity,619531000.0,-505201000.0,-16712000.0
NSIT,2024,Maturity,632845000.0,-303278000.0,-321271000.0
AMKR,2020,Maturity,770033000.0,-638705000.0,-333719000.0
AMKR,2021,Maturity,1121295000.0,-943879000.0,-30102000.0
AMKR,2022,Growth,1098756000.0,-1007169000.0,55597000.0
AMKR,2023,Maturity,1270020000.0,-951910000.0,-149207000.0
AMKR,2024,Maturity,1088868000.0,-800324000.0,-260432000.0
EEFT,2020,Growth,253505000.0,-105531000.0,35398000.0
EEFT,2021,Maturity,406300000.0,-98100000.0,-212000000.0
EEFT,2022,Maturity,748300000.0,-453800000.0,-1200000.0
EEFT,2023,Maturity,643100000.0,-157600000.0,-143200000.0
EEFT,2024,Maturity,732800000.0,-223300000.0,-135700000.0
SANM,2020,Maturity,300555000.0,-64409000.0,-210280000.0
SANM,2021,Maturity,338342000.0,-91325000.0,-77318000.0
SANM,2022,Maturity,330854000.0,-132214000.0,-314299000.0
SANM,2023,Growth,235168000.0,-192458000.0,94505000.0
SANM,2024,Maturity,340216000.0,-114396000.0,-269707000.0
NOVT,2020,Maturity,140239000.0,-13156000.0,-84357000.0
NOVT,2021,Growth,94625000.0,-306704000.0,204753000.0
NOVT,2022,Maturity,90779000.0,-42541000.0,-60154000.0
NOVT,2023,Maturity,120075000.0,-19892000.0,-97853000.0
NOVT,2024,Growth,158512000.0,-208189000.0,56943000.0
RELY,2020,Introduction,-114209000.0,-4370000.0,122216000.0
RELY,2021,Introduction,-18391000.0,-4534000.0,238203000.0
RELY,2022,Introduction,-108656000.0,-7309000.0,14587000.0
RELY,2023,Introduction,-53590000.0,-50037000.0,126650000.0
RELY,2024,Maturity,194485000.0,-17702000.0,-127440000.0
CGNX,2020,Shake-out,242400000.0,169439000.0,-316868000.0
CGNX,2021,Maturity,314065000.0,-252539000.0,-141623000.0
CGNX,2022,Maturity,243406000.0,-4454000.0,-240374000.0
CGNX,2023,Shake-out,112916000.0,32273000.0,-125605000.0
CGNX,2024,Maturity,149081000.0,-38969000.0,-118420000.0
GDS,2020,Data Missing,,,
GDS,2021,Data Missing,,,
GDS,2022,Data Missing,,,
GDS,2023,Data Missing,,,
GDS,2024,Data Missing,,,
AVT,2020,Maturity,730182000.0,-135017000.0,-644550000.0
AVT,2021,Maturity,90949000.0,-61196000.0,-314013000.0
AVT,2022,Decline,-219310000.0,51299000.0,156059000.0
AVT,2023,Introduction,-713703000.0,-211551000.0,1054756000.0
AVT,2024,Maturity,689984000.0,-225484000.0,-433799000.0
TENB,2020,Shake-out,64232000.0,4079000.0,36403000.0
TENB,2021,Growth,96765000.0,-391590000.0,397646000.0
TENB,2022,Growth,131151000.0,-128039000.0,23318000.0
TENB,2023,Growth,149855000.0,-212615000.0,1251000.0
TENB,2024,Maturity,217476000.0,-41431000.0,-79401000.0
TSEM,2020,Data Missing,,,
TSEM,2021,Data Missing,,,
TSEM,2022,Data Missing,,,
TSEM,2023,Data Missing,,,
TSEM,2024,Data Missing,,,
ESE,2020,Shake-out,82280000.0,140953000.0,-236220000.0
ESE,2021,Growth,123139000.0,-202441000.0,81473000.0
ESE,2022,Maturity,135275000.0,-55919000.0,-32122000.0
ESE,2023,Maturity,76890000.0,-52468000.0,-78330000.0
ESE,2024,Maturity,127542000.0,-104639000.0,-773000.0
GRND,2020,Introduction,-345355.0,-278760000.0,280250131.0
GRND,2021,Maturity,34430000.0,-3797000.0,-56249000.0
GRND,2022,Maturity,50644000.0,-5585000.0,-52112000.0
GRND,2023,Maturity,36147000.0,-4230000.0,-13036000.0
GRND,2024,Maturity,94957000.0,-5345000.0,-58853000.0
WK,2020,Growth,33243000.0,-103750000.0,11118000.0
WK,2021,Maturity,49844000.0,-68631000.0,-3388000.0
WK,2022,Maturity,11334000.0,-68012000.0,-1587000.0
WK,2023,Growth,70875000.0,-357253000.0,301265000.0
WK,2024,Growth,87706000.0,-45249000.0,6741000.0
FRSH,2020,Maturity,32530000.0,-11425000.0,-1909000.0
FRSH,2021,Growth,11460000.0,-420296000.0,1058369000.0
FRSH,2022,Shake-out,-2525000.0,-284827000.0,-156354000.0
FRSH,2023,Shake-out,86178000.0,158499000.0,-60619000.0
FRSH,2024,Shake-out,160646000.0,38803000.0,-67260000.0
LFUS,2020,Maturity,258031000.0,-51433000.0,-67808000.0
LFUS,2021,Data Missing,,,
LFUS,2022,Growth,419718000.0,-636397000.0,310202000.0
LFUS,2023,Maturity,457387000.0,-284317000.0,-185726000.0
LFUS,2024,Maturity,367621000.0,-65782000.0,-112436000.0
BDC,2020,Maturity,173364000.0,-31643000.0,-74911000.0
BDC,2021,Maturity,272055000.0,-92003000.0,-32926000.0
BDC,2022,Shake-out,281296000.0,168411000.0,-393214000.0
BDC,2023,Maturity,319638000.0,-200358000.0,-211932000.0
BDC,2024,Maturity,352076000.0,-426755000.0,-143718000.0
PAY,2020,Maturity,35620000.0,-15137000.0,-1358000.0
PAY,2021,Growth,19493000.0,-77809000.0,213487000.0
PAY,2022,Maturity,19867000.0,-34560000.0,-37283000.0
PAY,2023,Maturity,68828000.0,-34299000.0,-1195000.0
PAY,2024,Data Missing,,,
INGM,2020,Data Missing,,,
INGM,2021,Data Missing,,,
INGM,2022,Decline,-361109000.0,3028768000.0,-2465313000.0
INGM,2023,Maturity,58824000.0,-17714000.0,-477940000.0
INGM,2024,Shake-out,333839000.0,105541000.0,-391299000.0
LITE,2020,Growth,524300000.0,-987700000.0,328800000.0
LITE,2021,Shake-out,738700000.0,1000000.0,-263400000.0
LITE,2022,Growth,459300000.0,-226300000.0,282900000.0
LITE,2023,Growth,179800000.0,-874000000.0,263000000.0
LITE,2024,Maturity,24700000.0,-114300000.0,-332700000.0
ASAN,2020,Decline,-40136000.0,12655000.0,311597000.0
ASAN,2021,Introduction,-92870000.0,-158937000.0,201005000.0
ASAN,2022,Decline,-83785000.0,27561000.0,37210000.0
ASAN,2023,Decline,-160058000.0,64492000.0,381391000.0
ASAN,2024,Introduction,-17931000.0,-289135000.0,16777000.0
YOU,2020,Shake-out,-12338000.0,-21582000.0,-63049000.0
YOU,2021,Growth,69707000.0,-403198000.0,503402000.0
YOU,2022,Maturity,168310000.0,-359593000.0,-48874000.0
YOU,2023,Maturity,225033000.0,-15508000.0,-216007000.0
YOU,2024,Shake-out,295677000.0,113777000.0,-401547000.0
FROG,2020,Growth,29458000.0,-311796000.0,406134000.0
FROG,2021,Growth,27902000.0,-125545000.0,1444000.0
FROG,2022,Growth,21425000.0,-53338000.0,11027000.0
FROG,2023,Growth,74155000.0,-53476000.0,18371000.0
FROG,2024,Growth,110924000.0,-165356000.0,21231000.0
ALGM,2020,Growth,81419000.0,-41679000.0,82500000.0
ALGM,2021,Maturity,120570000.0,-68245000.0,-72186000.0
ALGM,2022,Maturity,156129000.0,-66271000.0,-5307000.0
ALGM,2023,Maturity,193206000.0,-99696000.0,-19998000.0
ALGM,2024,Growth,181715000.0,-516716000.0,198878000.0
VRRM,2020,Maturity,46909000.0,-24153000.0,-34004000.0
VRRM,2021,Growth,193171000.0,-475970000.0,268722000.0
VRRM,2022,Maturity,218337000.0,-48592000.0,-164932000.0
VRRM,2023,Maturity,206101000.0,-58290000.0,-117793000.0
VRRM,2024,Maturity,223642000.0,-69720000.0,-211427000.0
PLXS,2020,Maturity,210368000.0,-49851000.0,-1458000.0
PLXS,2021,Maturity,142577000.0,-56973000.0,-203885000.0
PLXS,2022,Introduction,-26240000.0,-101561000.0,139295000.0
PLXS,2023,Maturity,165822000.0,-93304000.0,-92725000.0
PLXS,2024,Maturity,436502000.0,-94947000.0,-255586000.0
STNE,2020,Data Missing,,,
STNE,2021,Data Missing,,,
STNE,2022,Data Missing,,,
STNE,2023,Data Missing,,,
STNE,2024,Data Missing,,,
SOUN,2020,Data Missing,,,
SOUN,2021,Introduction,-66177000.0,-636000.0,44653000.0
SOUN,2022,Introduction,-94019000.0,-1329000.0,82001000.0
SOUN,2023,Introduction,-68265000.0,-392000.0,168237000.0
SOUN,2024,Data Missing,,,
OSIS,2020,Maturity,129180000.0,-42687000.0,-104730000.0
OSIS,2021,Maturity,139066000.0,-34693000.0,-103925000.0
OSIS,2022,Maturity,63808000.0,-12674000.0,-64008000.0
OSIS,2023,Maturity,94812000.0,-40461000.0,-37175000.0
OSIS,2024,Introduction,-87501000.0,-37639000.0,144250000.0
SITM,2020,Growth,16604000.0,-7793000.0,1296000.0
SITM,2021,Growth,59078000.0,-33788000.0,460646000.0
SITM,2022,Maturity,39752000.0,-560088000.0,-4522000.0
SITM,2023,Growth,8056000.0,-36660000.0,3469000.0
SITM,2024,Shake-out,23190000.0,64759000.0,-91311000.0
SWI,2020,Maturity,389094000.0,-180127000.0,-25556000.0
SWI,2021,Data Missing,,,
SWI,2022,Maturity,154506000.0,-54313000.0,-709195000.0
SWI,2023,Shake-out,183465000.0,4440000.0,-24648000.0
SWI,2024,Maturity,188298000.0,-23059000.0,-197007000.0
CNXC,2020,Maturity,507614000.0,-109216000.0,-335224000.0
CNXC,2021,Maturity,514178000.0,-78650000.0,-401871000.0
CNXC,2022,Growth,600720000.0,-1839279000.0,1237534000.0
CNXC,2023,Growth,678008000.0,-2109240000.0,1802676000.0
CNXC,2024,Maturity,667492000.0,-244266000.0,-492532000.0
KC,2020,Data Missing,,,
KC,2021,Data Missing,,,
KC,2022,Data Missing,,,
KC,2023,Data Missing,,,
KC,2024,Data Missing,,,
BRZE,2020,Introduction,-7365000.0,-87234000.0,1257000.0
BRZE,2021,Decline,-6080000.0,22472000.0,4866000.0
BRZE,2022,Decline,-35398000.0,18040000.0,467910000.0
BRZE,2023,Introduction,-22308000.0,-398519000.0,11332000.0
BRZE,2024,Growth,6850000.0,-19976000.0,13109000.0
BL,2020,Shake-out,54735000.0,173594000.0,18862000.0
BL,2021,Growth,80093000.0,-506941000.0,599240000.0
BL,2022,Growth,56013000.0,-395615000.0,1436000.0
BL,2023,Growth,126613000.0,-62483000.0,6146000.0
BL,2024,Shake-out,190836000.0,924440000.0,-500145000.0
AVPT,2020,Shake-out,19120000.0,1368000.0,35559000.0
AVPT,2021,Growth,5030000.0,-3377000.0,198617000.0
AVPT,2022,Shake-out,-774000.0,-21452000.0,-17148000.0
AVPT,2023,Maturity,34694000.0,-5648000.0,-33667000.0
AVPT,2024,Maturity,88894000.0,-2601000.0,-15537000.0
SLAB,2020,Data Missing,,,
SLAB,2021,Growth,135718000.0,-361011000.0,200867000.0
SLAB,2022,Data Missing,,240538000.0,-887053000.0
SLAB,2023,Data Missing,,469808000.0,-711871000.0
SLAB,2024,Data Missing,,113117000.0,-45104000.0
BLKB,2020,Maturity,147955000.0,-71847000.0,-10679000.0
BLKB,2021,Growth,213661000.0,-471273000.0,264108000.0
BLKB,2022,Maturity,203893000.0,-85549000.0,-25689000.0
BLKB,2023,Maturity,199634000.0,-64391000.0,-142965000.0
BLKB,2024,Maturity,295968000.0,-73408000.0,-139351000.0
WNS,2020,Data Missing,,,
WNS,2021,Data Missing,,,
WNS,2022,Data Missing,,,
WNS,2023,Data Missing,,,
WNS,2024,Data Missing,,,
ST,2020,Growth,559775000.0,-182092000.0,710178000.0
ST,2021,Growth,554151000.0,-882094000.0,174918000.0
ST,2022,Maturity,460593000.0,-590570000.0,-353460000.0
ST,2023,Maturity,456675000.0,-165005000.0,-1016559000.0
ST,2024,Maturity,551547000.0,-19157000.0,-442801000.0
LPL,2020,Data Missing,,,
LPL,2021,Data Missing,,,
LPL,2022,Data Missing,,,
LPL,2023,Data Missing,,,
LPL,2024,Data Missing,,,
ZETA,2020,Growth,35539000.0,-25207000.0,2783000.0
ZETA,2021,Growth,44292000.0,-46849000.0,55732000.0
ZETA,2022,Maturity,78486000.0,-48445000.0,-12625000.0
ZETA,2023,Maturity,90523000.0,-54215000.0,-25652000.0
ZETA,2024,Growth,133861000.0,-97586000.0,197923000.0
NCNO,2020,Introduction,-8998000.0,-58027000.0,84091000.0
NCNO,2021,Growth,9222000.0,-4338000.0,274121000.0
NCNO,2022,Introduction,-19229000.0,-278488000.0,15922000.0
NCNO,2023,Introduction,-15381000.0,-20725000.0,36712000.0
NCNO,2024,Maturity,57285000.0,-6328000.0,-21113000.0
LIF,2020,Introduction,-7250000.0,-653000.0,445000.0
LIF,2021,Introduction,-12153000.0,-7064000.0,193951000.0
LIF,2022,Introduction,-57055000.0,-111634000.0,27709000.0
LIF,2023,Maturity,7524000.0,-2221000.0,-24955000.0
LIF,2024,Growth,32612000.0,-10132000.0,67266000.0
ZI,2020,Growth,169600000.0,-113300000.0,172200000.0
ZI,2021,Growth,299400000.0,-695800000.0,439500000.0
ZI,2022,Maturity,417000000.0,-281100000.0,-25900000.0
ZI,2023,Shake-out,434900000.0,24400000.0,-427200000.0
ZI,2024,Shake-out,369400000.0,13400000.0,-690000000.0
CAMT,2020,Data Missing,,,
CAMT,2021,Data Missing,,,
CAMT,2022,Data Missing,,,
CAMT,2023,Data Missing,,,
CAMT,2024,Data Missing,,,
ALIT,2020,Introduction,-503575.0,-1035000000.0,1036000046.0
ALIT,2021,Growth,57000000.0,-1852000000.0,2400000000.0
ALIT,2022,Growth,286000000.0,-235000000.0,54000000.0
ALIT,2023,Maturity,386000000.0,-159000000.0,-231000000.0
ALIT,2024,Shake-out,252000000.0,836000000.0,-1074000000.0
DXC,2020,Growth,2350000000.0,-2137000000.0,657000000.0
DXC,2021,Shake-out,124000000.0,4665000000.0,-5476000000.0
DXC,2022,Maturity,1501000000.0,-60000000.0,-1818000000.0
DXC,2023,Maturity,1415000000.0,-635000000.0,-1507000000.0
DXC,2024,Maturity,1361000000.0,-491000000.0,-1487000000.0
AI,2020,Introduction,-61281000.0,-124073000.0,119851000.0
AI,2021,Introduction,-37553000.0,-767152000.0,887356000.0
AI,2022,Decline,-86462000.0,317015000.0,5711000.0
AI,2023,Decline,-115691000.0,59946000.0,621000.0
AI,2024,Introduction,-62362000.0,-66615000.0,11294000.0
DOCN,2020,Growth,58458000.0,-115633000.0,124026000.0
DOCN,2021,Growth,133109000.0,-113605000.0,1593379000.0
DOCN,2022,Maturity,195152000.0,-1148158000.0,-610363000.0
DOCN,2023,Shake-out,234942000.0,401152000.0,-468903000.0
DOCN,2024,Maturity,282725000.0,-94805000.0,-76446000.0
POWI,2020,Maturity,125639000.0,-28265000.0,-17190000.0
POWI,2021,Maturity,230868000.0,-232798000.0,-98827000.0
POWI,2022,Shake-out,215343000.0,78336000.0,-346424000.0
POWI,2023,Maturity,65759000.0,-14153000.0,-93049000.0
POWI,2024,Maturity,81181000.0,-25920000.0,-68218000.0
ASGN,2020,Maturity,424800000.0,-219000000.0,-29000000.0
ASGN,2021,Shake-out,193700000.0,246500000.0,-184400000.0
ASGN,2022,Maturity,307800000.0,-510000000.0,-256500000.0
ASGN,2023,Maturity,456900000.0,-40500000.0,-310900000.0
ASGN,2024,Maturity,400000000.0,-35300000.0,-333200000.0
ALRM,2020,Growth,102080000.0,-20274000.0,52024000.0
ALRM,2021,Growth,103157000.0,-20365000.0,374370000.0
ALRM,2022,Maturity,56901000.0,-68319000.0,-76324000.0
ALRM,2023,Maturity,135965000.0,-25966000.0,-31865000.0
ALRM,2024,Growth,206413000.0,-24681000.0,346430000.0
ALKT,2020,Introduction,-38145000.0,-27220000.0,225046000.0
ALKT,2021,Introduction,-28959000.0,-22023000.0,192273000.0
ALKT,2022,Introduction,-38045000.0,-223751000.0,61179000.0
ALKT,2023,Decline,-17502000.0,33911000.0,-87819000.0
ALKT,2024,Shake-out,18597000.0,23041000.0,11794000.0
PRGS,2020,Growth,144847000.0,-207293000.0,3080000.0
PRGS,2021,Growth,178530000.0,-250335000.0,132113000.0
PRGS,2022,Shake-out,192160000.0,21992000.0,-101423000.0
PRGS,2023,Growth,173920000.0,-360382000.0,51188000.0
PRGS,2024,Growth,211494000.0,-857908000.0,640823000.0
RGTI,2020,Data Missing,,,
RGTI,2021,Introduction,-29044000.0,-7008000.0,25583000.0
RGTI,2022,Introduction,-62689000.0,-107024000.0,215454000.0
RGTI,2023,Decline,-50579000.0,773000.0,13230000.0
RGTI,2024,Introduction,-50627000.0,-78362000.0,175459000.0
SMTC,2020,Maturity,118616000.0,-34334000.0,-103078000.0
SMTC,2021,Maturity,118930000.0,-42909000.0,-100454000.0
SMTC,2022,Maturity,203123000.0,-40316000.0,-152097000.0
SMTC,2023,Growth,126711000.0,-1247322000.0,1076520000.0
SMTC,2024,Introduction,-93920000.0,-22697000.0,10550000.0
CLVT,2020,Growth,263500000.0,-2988800000.0,2926600000.0
CLVT,2021,Growth,323800000.0,-4044500000.0,4032200000.0
CLVT,2022,Shake-out,509300000.0,57300000.0,-759200000.0
CLVT,2023,Maturity,744200000.0,-237400000.0,-496500000.0
CLVT,2024,Maturity,646600000.0,-236700000.0,-470100000.0
CALX,2020,Growth,51409000.0,-60801000.0,42147000.0
CALX,2021,Growth,56793000.0,-110661000.0,24383000.0
CALX,2022,Growth,27183000.0,-24082000.0,25063000.0
CALX,2023,Maturity,56251000.0,-6245000.0,-65926000.0
CALX,2024,Growth,68400000.0,-109530000.0,20897000.0
PAYO,2020,Growth,9526000.0,-66854000.0,1673464000.0
PAYO,2021,Shake-out,20015000.0,10156000.0,1396195000.0
PAYO,2022,Shake-out,83960000.0,5734000.0,1461312000.0
PAYO,2023,Growth,159489000.0,-44254000.0,511954000.0
PAYO,2024,Growth,176925000.0,-1961267000.0,427773000.0
ODD,2020,Data Missing,,,
ODD,2021,Data Missing,,,
ODD,2022,Data Missing,,,
ODD,2023,Data Missing,,,
ODD,2024,Data Missing,,,
PAR,2020,Introduction,-20243000.0,-9040000.0,180692000.0
PAR,2021,Introduction,-53156000.0,-382992000.0,443608000.0
PAR,2022,Shake-out,-43070000.0,-66710000.0,-2567000.0
PAR,2023,Shake-out,-17075000.0,-7781000.0,-1616000.0
PAR,2024,Introduction,-25246000.0,-180112000.0,278507000.0
IPGP,2020,Maturity,285335000.0,-99574000.0,-10080000.0
IPGP,2021,Maturity,389700000.0,-416282000.0,-125066000.0
IPGP,2022,Shake-out,212649000.0,296952000.0,-514549000.0
IPGP,2023,Maturity,295986000.0,-237554000.0,-236380000.0
IPGP,2024,Shake-out,247896000.0,208732000.0,-339621000.0
VIAV,2020,Maturity,135600000.0,-29800000.0,-71700000.0
VIAV,2021,Maturity,243300000.0,-48700000.0,-58800000.0
VIAV,2022,Maturity,178100000.0,-71000000.0,-210400000.0
VIAV,2023,Maturity,114100000.0,-127100000.0,-50000000.0
VIAV,2024,Maturity,116400000.0,-21600000.0,-125700000.0
EVTC,2020,Maturity,199089000.0,-48634000.0,-62617000.0
EVTC,2021,Maturity,228420000.0,-83820000.0,-81285000.0
EVTC,2022,Maturity,219901000.0,-133324000.0,-153308000.0
EVTC,2023,Growth,211194000.0,-507932000.0,416366000.0
EVTC,2024,Maturity,260059000.0,-118282000.0,-152560000.0
VICR,2020,Growth,34742000.0,-78819000.0,121042000.0
VICR,2021,Growth,54444000.0,-43661000.0,10090000.0
VICR,2022,Growth,22939000.0,-18966000.0,4439000.0
VICR,2023,Growth,74528000.0,-33452000.0,10602000.0
VICR,2024,Growth,50842000.0,-23602000.0,7993000.0
FORM,2020,Maturity,169256000.0,-98922000.0,-30935000.0
FORM,2021,Maturity,139364000.0,-124741000.0,-47199000.0
FORM,2022,Maturity,131786000.0,-75704000.0,-95932000.0
FORM,2023,Shake-out,64602000.0,29049000.0,-22711000.0
FORM,2024,Maturity,117534000.0,-33480000.0,-64612000.0
RNG,2020,Introduction,-35191000.0,-107686000.0,437590000.0
RNG,2021,Maturity,152151000.0,-396829000.0,-127051000.0
RNG,2022,Maturity,191305000.0,-87210000.0,-98218000.0
RNG,2023,Maturity,399662000.0,-90449000.0,-358018000.0
RNG,2024,Maturity,483276000.0,-109359000.0,-351081000.0
APPN,2020,Introduction,-7620000.0,-153357000.0,110468000.0
APPN,2021,Decline,-53918000.0,41936000.0,2786000.0
APPN,2022,Decline,-106551000.0,10264000.0,142867000.0
APPN,2023,Decline,-110442000.0,28590000.0,79165000.0
APPN,2024,Maturity,6878000.0,-35390000.0,-258000.0
DV,2020,Growth,21216000.0,-9751000.0,10385000.0
DV,2021,Growth,82749000.0,-158614000.0,264395000.0
DV,2022,Maturity,94862000.0,-39981000.0,-7884000.0
DV,2023,Growth,119741000.0,-84249000.0,6489000.0
DV,2024,Maturity,159664000.0,-44841000.0,-129450000.0
QBTS,2020,Introduction,-29287000.0,-789000.0,43144000.0
QBTS,2021,Introduction,-34800000.0,-1999000.0,24913000.0
QBTS,2022,Introduction,-45226000.0,-498000.0,43265000.0
QBTS,2023,Introduction,-60649000.0,-630000.0,95636000.0
QBTS,2024,Data Missing,,,
CORZ,2020,Introduction,-23765000.0,-15144000.0,40723000.0
CORZ,2021,Introduction,-56735000.0,-423840000.0,603532000.0
CORZ,2022,Growth,205187000.0,-590778000.0,306153000.0
CORZ,2023,Maturity,65114000.0,-2996000.0,-44649000.0
CORZ,2024,Growth,42896000.0,-95192000.0,819567000.0
MQ,2020,Growth,50273000.0,-57562000.0,167378000.0
MQ,2021,Growth,56972000.0,-329121000.0,1299297000.0
MQ,2022,Decline,-12966000.0,28718000.0,-79487000.0
MQ,2023,Shake-out,21104000.0,38516000.0,-261794000.0
MQ,2024,Shake-out,58170000.0,70788000.0,-186914000.0
TDC,2020,Maturity,267000000.0,-51000000.0,-186000000.0
TDC,2021,Maturity,463000000.0,-31000000.0,-356000000.0
TDC,2022,Maturity,419000000.0,-18000000.0,-381000000.0
TDC,2023,Maturity,375000000.0,-49000000.0,-383000000.0
TDC,2024,Maturity,303000000.0,-32000000.0,-306000000.0
PI,2020,Introduction,-16877000.0,-36287000.0,9902000.0
PI,2021,Growth,6465000.0,-18642000.0,112444000.0
PI,2022,Maturity,641000.0,-102799000.0,-2148000.0
PI,2023,Decline,-49382000.0,115808000.0,8736000.0
PI,2024,Growth,128310000.0,-192570000.0,15679000.0
SYNA,2020,Shake-out,221800000.0,119900000.0,93900000.0
SYNA,2021,Growth,319200000.0,-522600000.0,274100000.0
SYNA,2022,Growth,462700000.0,-482700000.0,14300000.0
SYNA,2023,Maturity,331500000.0,-6000000.0,-221300000.0
SYNA,2024,Maturity,135900000.0,-157700000.0,-25100000.0
AMBA,2020,Growth,39414000.0,-8576000.0,6516000.0
AMBA,2021,Growth,30800000.0,-31324000.0,10396000.0
AMBA,2022,Growth,38795000.0,-119551000.0,10525000.0
AMBA,2023,Growth,44093000.0,-107295000.0,5698000.0
AMBA,2024,Shake-out,19024000.0,7842000.0,4506000.0
BB,2020,Growth,26000000.0,-188000000.0,7000000.0
BB,2021,Maturity,82000000.0,-65000000.0,-227000000.0
BB,2022,Decline,-28000000.0,207000000.0,10000000.0
