Ticker,Year,Market_Capitalization,Total_Debt,Cash_Equivalents,Enterprise_Value
PENG,2022,783934640.6468891,931873000.0,363065000.0,1352742640.6468892
PENG,2023,909896893.9337728,1938367000.0,365563000.0,2482700893.933773
PENG,2024,1028088654.8981668,2595714000.0,383147000.0,3240655654.8981667
RDWR,2020,,,,
RDWR,2021,,,,
RDWR,2022,,,,
RDWR,2023,,,,
RDWR,2024,,,,
DCBO,2020,,,,
DCBO,2021,,,,
DCBO,2022,,,,
DCBO,2023,,,,
DCBO,2024,,,,
TSAT,2020,,,,
TSAT,2021,,,,
TSAT,2022,,,,
TSAT,2023,,,,
TSAT,2024,,,,
MXL,2020,2437768846.065021,570501000.0,148901000.0,2859368846.065021
MXL,2021,5452203666.140965,669745000.0,130572000.0,5991376666.140965
MXL,2022,2720097262.654713,427910000.0,187353000.0,2960654262.654713
MXL,2023,1726293084.7000122,244132000.0,187288000.0,1783137084.7000122
MXL,2024,1611176909.2813969,245371000.0,118575000.0,1737972909.2813969
UCTT,2020,1380566652.343387,,466500000.0,
UCTT,2021,,,,
UCTT,2022,1567203688.8395038,,358800000.0,
UCTT,2023,1394728704.7958374,,307000000.0,
UCTT,2024,1672321962.3184204,,313900000.0,
PSFE,2020,,,,
PSFE,2021,,,,
PSFE,2022,,,,
PSFE,2023,,,,
PSFE,2024,,,,
BELFB,2020,,248509000.0,84939000.0,
BELFB,2021,,222794000.0,61756000.0,
BELFB,2022,,207500000.0,70266000.0,
BELFB,2023,,155000000.0,89371000.0,
BELFB,2024,,347500000.0,68253000.0,
JKS,2020,,,,
JKS,2021,,,,
JKS,2022,,,,
JKS,2023,,,,
JKS,2024,,,,
BELFA,2020,,248509000.0,84939000.0,
BELFA,2021,,222794000.0,61756000.0,
BELFA,2022,,207500000.0,70266000.0,
BELFA,2023,,155000000.0,89371000.0,
BELFA,2024,,347500000.0,68253000.0,
BLND,2020,,,,
BLND,2021,950803544.186694,,213082000.0,
BLND,2022,292626916.1048106,,124199000.0,
BLND,2023,495626705.4257423,,30962000.0,
BLND,2024,,,,
IIIV,2020,,230056000.0,15568000.0,
IIIV,2021,,291363000.0,3641000.0,
IIIV,2022,,487625000.0,3490000.0,
IIIV,2023,,672101000.0,3112000.0,
IIIV,2024,,388005000.0,86541000.0,
SABR,2020,3426214974.0907125,8009285000.0,1499665000.0,9935834974.090714
SABR,2021,2705388152.0635514,9496851000.0,978352000.0,11223887152.06355
SABR,2022,1965754394.8899903,9493546000.0,794888000.0,10664412394.88999
SABR,2023,1473578999.610168,9574072000.0,648207000.0,10399443999.610168
SABR,2024,1458088030.845058,9898491000.0,724479000.0,10632100030.845058
DSP,2020,,,,
DSP,2021,,37682000.0,,
DSP,2022,,17500000.0,,
DSP,2023,,0.0,,
DSP,2024,,0.0,,
BASE,2020,,,,
BASE,2021,,,,
BASE,2022,338125637.20566964,24948000.0,95688000.0,267385637.20566964
BASE,2023,983190649.6840369,,40446000.0,
BASE,2024,766704198.5421091,,41351000.0,
PRO,2020,2035903942.92458,,329134000.0,
PRO,2021,1515700914.9044645,,227553000.0,
PRO,2022,1049359602.9409734,,203627000.0,
PRO,2023,1793541388.0323997,,168747000.0,
PRO,2024,1105495148.9245949,,161983000.0,
VMEO,2020,,,,
VMEO,2021,,,321900000.0,
VMEO,2022,,,274497000.0,
VMEO,2023,,,301372000.0,
VMEO,2024,,,325276000.0,
COMM,2020,2570638033.330945,19289000000.0,521900000.0,21337738033.330944
COMM,2021,2184214156.3575416,18967100000.0,360300000.0,20791014156.35754
COMM,2022,1580670428.7267575,18948100000.0,398100000.0,20130670428.726757
COMM,2023,490489988.3859958,18716200000.0,543800000.0,18662889988.385994
COMM,2024,1181267958.7225266,18485000000.0,564900000.0,19101367958.722527
YEXT,2020,1778958627.1656196,,256076000.0,
YEXT,2021,1239752888.2934544,,230411000.0,
YEXT,2022,811425549.0362475,,261210000.0,
YEXT,2023,747736556.6461141,,190214000.0,
YEXT,2024,877936516.3521209,,210184000.0,
APLD,2020,,,,
APLD,2021,,,,
APLD,2022,86315234.90136822,,38798000.0,
APLD,2023,619732796.166565,,28999000.0,
APLD,2024,1065825265.359363,,3339000.0,
FSLY,2020,9731014273.984758,20081000.0,62900000.0,9688195273.984758
FSLY,2021,4501910769.649897,933205000.0,166068000.0,5269047769.649897
FSLY,2022,1086866111.4544451,1637915000.0,143391000.0,2581390111.454445
FSLY,2023,2319106943.165806,1048217000.0,107921000.0,3259402943.165806
FSLY,2024,1414108540.178255,681121000.0,286175000.0,1809054540.178255
PGY,2020,,,,
PGY,2021,,,,
PGY,2022,,,,
PGY,2023,,,186478000.0,
PGY,2024,,,,
SEDG,2020,14981546119.970604,,827146000.0,
SEDG,2021,15512310983.031256,,530089000.0,
SEDG,2022,16813756762.891748,,783112000.0,
SEDG,2023,5058390323.282165,,338468000.0,
SEDG,2024,804499408.5093161,,274611000.0,
BBAI,2020,,,,
BBAI,2021,1081495716.0834727,301591000.0,68900000.0,1314186716.0834727
BBAI,2022,108943005.1234119,388974000.0,12632000.0,485285005.1234119
BBAI,2023,261707246.9733877,389879000.0,32557000.0,619029246.9733877
BBAI,2024,660790719.4128674,1234430000.0,50141000.0,1845079719.4128675
SCSC,2020,671961090.9380511,294189000.0,29485000.0,936665090.9380511
SCSC,2021,854388145.1076183,278506000.0,62718000.0,1070176145.1076183
SCSC,2022,752421643.8104452,259064000.0,37987000.0,973498643.8104452
SCSC,2023,950499460.6017371,267739000.0,36178000.0,1182060460.601737
SCSC,2024,1244885245.185494,280155000.0,185460000.0,1339580245.185494
HCKT,2020,,,,
HCKT,2021,,,45794000.0,
HCKT,2022,,59653000.0,30255000.0,
HCKT,2023,,92364000.0,20957000.0,
HCKT,2024,,45445000.0,16366000.0,
RSKD,2020,,,,
RSKD,2021,,,,
RSKD,2022,,,,
RSKD,2023,,,,
RSKD,2024,,,,
PDFS,2020,770016450.9246463,,30315000.0,
PDFS,2021,1137236494.5547922,,27684000.0,
PDFS,2022,1114343918.709528,,119624000.0,
PDFS,2023,1193271477.5447843,,98978000.0,
PDFS,2024,1149238442.7947998,,90594000.0,
CGNT,2020,,,,
CGNT,2021,,,,
CGNT,2022,,,,
CGNT,2023,,,,
CGNT,2024,,,,
SSYS,2020,,,,
SSYS,2021,,,,
SSYS,2022,,,,
SSYS,2023,,,,
SSYS,2024,,,,
COHU,2020,1535834586.8914468,658069000.0,149358000.0,2044545586.891447
COHU,2021,1629405858.0563862,414944000.0,290201000.0,1754148858.0563862
COHU,2022,1654546729.6411424,176057000.0,242341000.0,1588262729.6411424
COHU,2023,1689878947.0403197,106967000.0,245524000.0,1551321947.0403197
COHU,2024,1328140842.7333832,41355000.0,206407000.0,1163088842.7333832
ETWO,2020,,,194717000.0,
ETWO,2021,,,,
ETWO,2022,,1366377000.0,155481000.0,
ETWO,2023,,1907213000.0,93032000.0,
ETWO,2024,,2081259000.0,134478000.0,
ITRN,2020,,,,
ITRN,2021,,,,
ITRN,2022,,,,
ITRN,2023,,,,
ITRN,2024,,,,
CRSR,2020,3229654797.251245,827205000.0,,
CRSR,2021,2002907610.704104,569044000.0,,
CRSR,2022,1418055043.5438612,486316000.0,,
CRSR,2023,1423800251.754284,436861000.0,,
CRSR,2024,740364164.833188,371735000.0,,
MGIC,2020,,,,
MGIC,2021,,,,
MGIC,2022,,,,
MGIC,2023,,,,
MGIC,2024,,,,
NTGR,2020,1113053569.4152937,,346460000.0,
NTGR,2021,862675308.1067834,,263772000.0,
NTGR,2022,565738219.3794445,,146500000.0,
NTGR,2023,425407266.7659477,,176717000.0,
NTGR,2024,761724323.4422661,,286444000.0,
PRCH,2020,578140118.1367879,83896000.0,196046000.0,465990118.1367879
PRCH,2021,1560820133.6588483,457822000.0,315741000.0,1702901133.6588483
PRCH,2022,187692929.21397516,2096477000.0,215060000.0,2069109929.213975
PRCH,2023,243443103.7859321,860805000.0,258418000.0,845830103.7859321
PRCH,2024,563343529.4473171,839283000.0,167643000.0,1234983529.4473171
HKD,2020,,,,
HKD,2021,,,,
HKD,2022,,,,
HKD,2023,,,,
HKD,2024,,,,
AIOT,2020,214750347.02587128,49694000.0,18127000.0,246317347.02587128
AIOT,2021,184506269.18506625,41289000.0,26452000.0,199343269.18506625
AIOT,2022,89138617.20829917,29513000.0,17680000.0,100971617.20829917
AIOT,2023,94391113.23001385,83178000.0,19022000.0,158547113.23001385
AIOT,2024,,,,
RBBN,2020,850370916.5114357,415030000.0,128428000.0,1136972916.5114357
RBBN,2021,859556168.4134355,719252000.0,103915000.0,1474893168.4134355
RBBN,2022,417371282.50294137,656487000.0,67101000.0,1006757282.5029414
RBBN,2023,429765943.890975,503752000.0,26630000.0,906887943.890975
RBBN,2024,703449478.979322,528208000.0,87770000.0,1143887478.979322
DAKT,2020,,,40398000.0,
DAKT,2021,,,77590000.0,
DAKT,2022,,,17143000.0,
DAKT,2023,,,23982000.0,
DAKT,2024,,70914000.0,81299000.0,
ADTN,2020,658971295.2345439,,60161000.0,
ADTN,2021,991223413.5044644,,56603000.0,
ADTN,2022,1202399155.9397378,,108644000.0,
ADTN,2023,522998704.78482246,,87167000.0,
ADTN,2024,668988398.4286308,,77567000.0,
MLAB,2020,1133546896.1103137,20613000.0,81380000.0,1072779896.1103137
MLAB,2021,1515082632.5612676,,263865000.0,
MLAB,2022,870820770.4759907,,49346000.0,
MLAB,2023,544479301.6042665,,32910000.0,
MLAB,2024,695513569.7731119,,28214000.0,
ARRY,2020,,423970000.0,108441000.0,
ARRY,2021,,2319865000.0,367670000.0,
ARRY,2022,,3728322000.0,133901000.0,
ARRY,2023,,1381300000.0,249080000.0,
ARRY,2024,,1307518000.0,362992000.0,
ICHR,2020,814283171.7149236,360826000.0,,
ICHR,2021,1263508457.3392005,476775000.0,75495000.0,1664788457.3392005
ICHR,2022,815935969.1779675,578471000.0,86470000.0,1307936969.1779675
ICHR,2023,879124002.211436,534401000.0,79955000.0,1333570002.211436
ICHR,2024,1025393849.0790386,362206000.0,108669000.0,1278930849.0790386
SMWB,2020,,,,
SMWB,2021,,,,
SMWB,2022,,,,
SMWB,2023,,,,
SMWB,2024,,,,
IMOS,2020,,,,
IMOS,2021,,,,
IMOS,2022,,,,
IMOS,2023,,,,
IMOS,2024,,,,
AAOI,2020,190146965.06659192,30456000.0,43425000.0,177177965.06659192
AAOI,2021,146288070.3809829,18904000.0,34656000.0,130536070.3809829
AAOI,2022,58355963.49538792,5000000.0,24685000.0,38670963.49538792
AAOI,2023,670879922.396183,0.0,45366000.0,625513922.396183
AAOI,2024,1608708142.8166392,4313000.0,67428000.0,1545593142.8166392
TTGT,2020,,,,
TTGT,2021,,,,
TTGT,2022,,,,
TTGT,2023,,,,
TTGT,2024,,,,
AOSL,2020,612929222.451982,215878000.0,158536000.0,670271222.451982
AOSL,2021,1381894245.6018355,265909000.0,202412000.0,1445391245.6018355
AOSL,2022,829209224.9185017,120476000.0,314352000.0,635333224.9185017
AOSL,2023,668650043.3301926,80846000.0,195188000.0,554308043.3301926
AOSL,2024,1229257009.212017,65084000.0,175127000.0,1119214009.212017
CTLP,2020,642005397.4734255,,31713000.0,
CTLP,2021,574117869.2570319,26079000.0,88136000.0,512060869.2570319
CTLP,2022,,,,
CTLP,2023,523731049.9644597,51478000.0,50927000.0,524282049.96445966
CTLP,2024,689743417.8854939,73832000.0,58920000.0,704655417.8854939
CEVA,2020,891287772.3454927,,21143000.0,
CEVA,2021,993838275.3340052,,33153000.0,
CEVA,2022,620344882.0908878,,21285000.0,
CEVA,2023,529688822.8403976,,23287000.0,
CEVA,2024,745305469.9529171,,18498000.0,
OSPN,2020,837209886.6998582,,88394000.0,
OSPN,2021,663671768.0553255,,63380000.0,
OSPN,2022,474601635.5945496,,96501000.0,
OSPN,2023,406238139.5784617,,42493000.0,
OSPN,2024,699649794.7533607,,83160000.0,
SHLS,2020,,,,
SHLS,2021,,600385000.0,5006000.0,
SHLS,2022,,482116000.0,8766000.0,
SHLS,2023,,416508000.0,22707000.0,
SHLS,2024,,321195000.0,23511000.0,
PRTH,2020,423369344.49280906,843451000.0,,
PRTH,2021,485343564.2669367,961978000.0,20300000.0,1427021564.2669368
PRTH,2022,417392775.7640575,1203031000.0,18454000.0,1601969775.7640576
PRTH,2023,260963213.77396595,1230891000.0,39604000.0,1452250213.7739658
PRTH,2024,751141972.1451621,1552853000.0,58600000.0,2245394972.145162
DJCO,2020,,,26922000.0,
DJCO,2021,,,12596000.0,
DJCO,2022,378731980.8642273,,13423000.0,
DJCO,2023,456517857.5657989,,21038000.0,
DJCO,2024,785208452.3839661,,12986000.0,
RDVT,2020,314503403.35039085,1703000.0,12957000.0,303249403.35039085
RDVT,2021,489947070.6013752,1703000.0,34258000.0,457392070.6013752
RDVT,2022,327581879.6034851,,31810000.0,
RDVT,2023,280119421.3633299,,32032000.0,
RDVT,2024,523053432.3382545,,36504000.0,
ATGL,2020,,,,
ATGL,2021,,,,
ATGL,2022,,,,
ATGL,2023,,,,
ATGL,2024,,,,
RCAT,2020,13460255.419293378,,,
RCAT,2021,51072775.364511736,,,
RCAT,2022,42061352.77950407,973707.0,,
RCAT,2023,38861359.62688923,1375276.0,,
RCAT,2024,624443035.3553519,401569.0,,
GCT,2020,,,,
GCT,2021,,,,
GCT,2022,,,,
GCT,2023,162988338.78402472,207000.0,183283000.0,-20087661.215975285
GCT,2024,191132718.2711628,,259759000.0,
CLMB,2020,80737037.75599797,,29348000.0,
CLMB,2021,137817889.4266803,,29272000.0,
CLMB,2022,139823295.75449625,,20245000.0,
CLMB,2023,244976008.65907288,,36295000.0,
CLMB,2024,596799723.8114834,2043000.0,29778000.0,569064723.8114834
XRX,2020,3504794487.2392926,,2625000000.0,
XRX,2021,2950981255.3324018,1044000000.0,1840000000.0,2154981255.3324018
XRX,2022,2003721179.0800092,1510000000.0,1045000000.0,2468721179.0800095
XRX,2023,2072807591.1265607,1427000000.0,519000000.0,2980807591.1265607
XRX,2024,1038324457.7525854,1152000000.0,576000000.0,1614324457.7525854
FARO,2020,1244255137.9972458,,185633000.0,
FARO,2021,1265044955.704285,,121989000.0,
FARO,2022,563485167.8828669,,37812000.0,
FARO,2023,388038895.7624863,,76787000.0,
FARO,2024,504632434.62634695,,88703000.0,
CSIQ,2020,,,,
CSIQ,2021,,,,
CSIQ,2022,,,,
CSIQ,2023,,,,
CSIQ,2024,,,,
LYTS,2020,199168253.83998597,39541000.0,3517000.0,235192253.83998597
LYTS,2021,172143729.51053375,68178000.0,2282000.0,238039729.51053375
LYTS,2022,307522175.42990786,144203000.0,2462000.0,449263175.42990786
LYTS,2023,378943083.525128,107654000.0,1828000.0,484769083.525128
LYTS,2024,571393495.6401768,82287000.0,4110000.0,649570495.6401768
AEVA,2020,495300360.32577455,,694.0,
AEVA,2021,6524771023.412804,,66810000.0,
AEVA,2022,1586773471.4181983,,67420000.0,
AEVA,2023,809298810.7448866,,38547000.0,
AEVA,2024,233937684.40637589,,28864000.0,
RPAY,2020,,457895451.0,91129888.0,
RPAY,2021,,698437442.0,50048657.0,
RPAY,2022,,899804000.0,64895000.0,
RPAY,2023,,885485000.0,118096000.0,
RPAY,2024,,930944000.0,189530000.0,
BIGC,2020,,38502000.0,219447000.0,
BIGC,2021,,335537000.0,297561000.0,
BIGC,2022,,673034000.0,91573000.0,
BIGC,2023,709262118.5879707,677658000.0,71719000.0,1315201118.5879707
BIGC,2024,536841736.6123438,,88877000.0,
PUBM,2020,,,,
PUBM,2021,,,82505000.0,
PUBM,2022,,,92382000.0,
PUBM,2023,,,78509000.0,
PUBM,2024,,,100452000.0,
INDI,2020,,,,
INDI,2021,,28726000.0,219081000.0,
INDI,2022,,179292000.0,321629000.0,
INDI,2023,,332240000.0,151678000.0,
INDI,2024,,542158000.0,274248000.0,
CLFD,2020,342258250.46496964,,16449636.0,
CLFD,2021,967998126.2239,,13216281.0,
CLFD,2022,1412619716.5508306,,16650000.0,
CLFD,2023,409604721.9042232,2112000.0,37827000.0,373889721.9042232
CLFD,2024,463279455.365213,2112000.0,16167000.0,449224455.365213
OUST,2020,567083333.3333334,,697957.0,
OUST,2021,7137409782.455947,,182644000.0,
OUST,2022,1898949854.7882967,39574000.0,122932000.0,1815591854.7882967
OUST,2023,206708768.6128476,83549000.0,50991000.0,239266768.61284757
OUST,2024,506401469.2062023,43975000.0,45542000.0,504834469.20620227
CCSI,2020,,,,
CCSI,2021,586119211.4766221,792040000.0,66778000.0,1311381211.476622
CCSI,2022,1098689605.1707735,1585905000.0,94164000.0,2590430605.1707735
CCSI,2023,495705695.2238581,1519270000.0,88715000.0,1926260695.223858
CCSI,2024,473079017.5783813,1299485000.0,33545000.0,1739019017.5783813
TRAK,2020,96373346.7624794,,20345330.0,
TRAK,2021,110274187.69537766,479866.0,24070322.0,86683731.69537766
TRAK,2022,94846561.96323082,,,
TRAK,2023,189850041.89242223,,,
TRAK,2024,421330748.7215732,,,
KULR,2020,121396104.7676408,,8880140.0,
KULR,2021,296733094.43911743,,14863301.0,
KULR,2022,150896518.94379142,,10333563.0,
KULR,2023,32229858.627656758,,1194764.0,
KULR,2024,423581322.465555,,29831858.0,
GRRR,2020,,,,
GRRR,2021,,,,
GRRR,2022,,,,
GRRR,2023,,,,
GRRR,2024,,,,
IMXI,2020,606525582.2413198,168202000.0,74907000.0,699820582.2413198
IMXI,2021,607850936.4789451,159790000.0,132474000.0,635166936.4789451
IMXI,2022,825008191.794514,229446000.0,149493000.0,904961191.794514
IMXI,2023,753243539.9168464,331308000.0,239203000.0,845348539.9168463
IMXI,2024,679912518.4733973,337696000.0,130503000.0,887105518.4733973
ALNT,2020,305274925.7149015,229844000.0,23131000.0,511987925.7149015
ALNT,2021,551418209.0603056,279039000.0,22463000.0,807994209.0603056
ALNT,2022,542371293.4157054,394414000.0,30614000.0,906171293.4157054
ALNT,2023,471705784.7113609,453856000.0,31901000.0,893660784.7113609
ALNT,2024,419441749.08599854,442579000.0,36102000.0,825918749.0859985
GILT,2020,,,,
GILT,2021,,,,
GILT,2022,,,,
GILT,2023,,,,
GILT,2024,,,,
LASR,2020,1324641415.4916492,215000.0,102282000.0,1222574415.4916492
LASR,2021,1035965402.1792638,215000.0,146534000.0,889646402.1792638
LASR,2022,463208936.6122655,,57826000.0,
LASR,2023,630455139.6553516,,53210000.0,
LASR,2024,514071400.3483772,,65829000.0,
MITK,2020,631556328.8032846,,19986000.0,
MITK,2021,730419832.0579879,,30312000.0,
MITK,2022,454016773.2278234,,32059000.0,
MITK,2023,550205581.699422,,58913000.0,
MITK,2024,455849575.9710828,,93456000.0,
BAND,2020,,282196000.0,72163000.0,
BAND,2021,,768636000.0,331453000.0,
BAND,2022,,966986000.0,113641000.0,
BAND,2023,,899072000.0,131987000.0,
BAND,2024,,699810000.0,81812000.0,
WOLF,2020,10368745222.654797,,448800000.0,
WOLF,2021,12684901688.490911,,379000000.0,
WOLF,2022,9331343895.91435,,449500000.0,
WOLF,2023,5240629016.776085,,1757000000.0,
WOLF,2024,1058129835.3126048,,1045900000.0,
LSAK,2020,221203099.7867207,,217671000.0,
LSAK,2021,276024095.92218953,,198572000.0,
LSAK,2022,229380557.6152377,134842000.0,,
LSAK,2023,212250294.19370827,264297000.0,35499000.0,441048294.1937083
LSAK,2024,334235333.69600654,268763000.0,59065000.0,543933333.6960065
OOMA,2020,329080000.8773804,,11680000.0,
OOMA,2021,445415953.1911214,,17298000.0,
OOMA,2022,329460856.1652048,,19667000.0,
OOMA,2023,261529425.37307736,,24137000.0,
OOMA,2024,377361751.5563965,,17536000.0,
SKYT,2020,,,,
SKYT,2021,325735489.1070713,128256000.0,12917000.0,441074489.1070713
SKYT,2022,351488451.3324344,93609000.0,30025000.0,415072451.3324344
SKYT,2023,380772520.3244522,71279000.0,18382000.0,433669520.3244522
SKYT,2024,,,,
CNDT,2020,1037581544.0113204,,450000000.0,
CNDT,2021,1121255170.9234717,,415000000.0,
CNDT,2022,865289359.5303013,,582000000.0,
CNDT,2023,733443511.3742948,,498000000.0,
CNDT,2024,784849816.3747072,,366000000.0,
DOMO,2020,,198319000.0,80843000.0,
DOMO,2021,,200683000.0,90794000.0,
DOMO,2022,,203597000.0,83561000.0,
DOMO,2023,,212595000.0,66500000.0,
DOMO,2024,,222141000.0,60939000.0,
NVTS,2020,,,1896170.0,
NVTS,2021,1381613937.3275642,8687000.0,268252000.0,1122048937.3275642
NVTS,2022,527639182.1036806,3716000.0,110337000.0,421018182.1036806
NVTS,2023,1304675001.1394484,,152839000.0,
NVTS,2024,,,86737000.0,
CRNC,2020,3507761908.154442,266872000.0,,
CRNC,2021,2793786847.97396,531965000.0,,
CRNC,2022,716034592.5108591,524529000.0,,
CRNC,2023,715213378.7142277,805817000.0,,
CRNC,2024,323664882.08642006,470763000.0,,
MFH,2020,,,,
MFH,2021,,,,
MFH,2022,,,,
MFH,2023,,,,
MFH,2024,,,,
NNDM,2020,,,,
NNDM,2021,,,,
NNDM,2022,,,,
NNDM,2023,,,,
NNDM,2024,,,,
RXT,2020,3617051144.191197,7163600000.0,104700000.0,10675951144.191196
RXT,2021,2795321671.1680093,6630200000.0,272800000.0,9152721671.168009
RXT,2022,695032001.1547633,6606300000.0,228400000.0,7072932001.154763
RXT,2023,367112499.7437,6135000000.0,196800000.0,6305312499.7437
RXT,2024,537027876.4903545,5596000000.0,144000000.0,5989027876.490355
IBEX,2020,,,,
IBEX,2021,,,,
IBEX,2022,,,,
IBEX,2023,338868348.2118387,,57429000.0,
IBEX,2024,359385518.1444762,,62720000.0,
KLTR,2020,,,,
KLTR,2021,306491400.90269864,82955000.0,143949000.0,245497400.90269864
KLTR,2022,237708234.30006444,128850000.0,36684000.0,329874234.30006444
KLTR,2023,,,,
KLTR,2024,332876388.84278977,62200000.0,33059000.0,362017388.84278977
POET,2020,,,,
POET,2021,,,,
POET,2022,,,,
POET,2023,,,,
POET,2024,,,,
BZAI,2020,,,,
BZAI,2021,,,,
BZAI,2022,,,22232.0,
BZAI,2023,,,22232.0,
BZAI,2024,,,1506.0,
XPER,2020,,,,
XPER,2021,,,,
XPER,2022,199953720.34386227,50000000.0,160127000.0,89826720.34386227
XPER,2023,453709174.5728016,100000000.0,142085000.0,411624174.5728016
XPER,2024,445151958.6009979,50000000.0,130564000.0,364587958.6009979
RMNI,2020,336610003.025282,,87575000.0,
RMNI,2021,475978555.70133525,79655000.0,119571000.0,436062555.7013352
RMNI,2022,340459666.8965476,149658000.0,109008000.0,381109666.8965476
RMNI,2023,287405976.3397217,134231000.0,115424000.0,306212976.3397217
RMNI,2024,213808431.35899305,146415000.0,88792000.0,271431431.35899305
MVIS,2020,612075622.392751,,16862000.0,
MVIS,2021,969091.2579827307,,82647000.0,
MVIS,2022,430083181.8404879,,18500000.0,
MVIS,2023,476271654.6067239,,45167000.0,
MVIS,2024,208815177.249822,,54486000.0,
NVEC,2020,204082874.76189092,,8065594.0,
NVEC,2021,269611227.8575552,,10427340.0,
NVEC,2022,277692176.32193285,,10449510.0,
NVEC,2023,348765981.7472275,,1669896.0,
NVEC,2024,375632051.8819893,,10283550.0,
APPS,2020,,,,
APPS,2021,4939255982.244177,18505000.0,30778000.0,4926982982.244177
APPS,2022,1473118249.2121494,520785000.0,126768000.0,1867135249.2121494
APPS,2023,636121548.8735286,931307000.0,75058000.0,1492370548.8735285
APPS,2024,160253955.2561955,794012000.0,33605000.0,920660955.2561955
LAES,2020,,,,
LAES,2021,,,,
LAES,2022,,,,
LAES,2023,,,,
LAES,2024,,,,
DDD,2020,,64433000.0,75010000.0,
DDD,2021,,,789657000.0,
DDD,2022,,896369000.0,388134000.0,
DDD,2023,,768866000.0,331525000.0,
DDD,2024,,531351000.0,171324000.0,
API,2020,,,,
API,2021,,,,
API,2022,,,,
API,2023,,,,
API,2024,,,,
NRDY,2020,,,,
NRDY,2021,,41044000.0,143964000.0,
NRDY,2022,,,90715000.0,
NRDY,2023,,,74824000.0,
NRDY,2024,,,52541000.0,
AUDC,2020,,,,
AUDC,2021,,,,
AUDC,2022,,,,
AUDC,2023,,,,
AUDC,2024,,,,
VPG,2020,379055421.1749561,40643000.0,98438000.0,321260421.1749561
VPG,2021,445800202.1160671,101340000.0,84335000.0,462805202.1160672
VPG,2022,494315288.7199343,121513000.0,88562000.0,527266288.7199342
VPG,2023,398163975.6690874,92655000.0,83965000.0,406853975.6690874
VPG,2024,,63297000.0,,
CAN,2020,,,,
CAN,2021,,,,
CAN,2022,,,,
CAN,2023,,,,
CAN,2024,,,,
EXFY,2020,,,,
EXFY,2021,,82388000.0,98398000.0,
EXFY,2022,,103501000.0,103787000.0,
EXFY,2023,,51434000.0,47510000.0,
EXFY,2024,,,48772000.0,
UIS,2020,,,898500000.0,
UIS,2021,,,552900000.0,
UIS,2022,,,391800000.0,
UIS,2023,,,387700000.0,
UIS,2024,,,376500000.0,
DMRC,2020,743955694.3029677,,19696000.0,
DMRC,2021,711825359.589713,,13789000.0,
DMRC,2022,378820000.6757463,,33598000.0,
DMRC,2023,716750046.4105606,,21456000.0,
DMRC,2024,759782791.7221069,,12365000.0,
VLN,2020,,,,
VLN,2021,,,,
VLN,2022,,,,
VLN,2023,,,,
VLN,2024,,,,
ASUR,2020,130098032.74322692,36367000.0,28577000.0,137888032.74322692
ASUR,2021,161965596.98655492,109260000.0,17010000.0,254215596.98655492
ASUR,2022,,,,
ASUR,2023,189903296.7258453,35077000.0,30317000.0,194663296.7258453
ASUR,2024,241294231.47826195,9991000.0,21425000.0,229860231.47826195
AEHR,2020,49329.089513415376,1026000.0,5433000.0,-4357670.9104865845
AEHR,2021,409032.9169467744,1026000.0,4582000.0,-3146967.0830532257
AEHR,2022,585915.9866996038,,31484000.0,
AEHR,2023,746581995.1199055,,30054000.0,
AEHR,2024,386326426.7194748,,49159000.0,
BLZE,2020,,,,
BLZE,2021,,,104843000.0,
BLZE,2022,,,6690000.0,
BLZE,2023,,,12502000.0,
BLZE,2024,,,,
AIP,2020,,,,
AIP,2021,566616853.0067544,,85825000.0,
AIP,2022,134754607.78714693,,37423000.0,
AIP,2023,207162812.24783707,,13696000.0,
AIP,2024,374062702.563824,,13684000.0,
OCFT,2020,,,,
OCFT,2021,,,,
OCFT,2022,,,,
OCFT,2023,,,,
OCFT,2024,,,,
ALLT,2020,,,,
ALLT,2021,,,,
ALLT,2022,,,,
ALLT,2023,,,,
ALLT,2024,,,,
IMMR,2020,243398260.3415188,,59522000.0,
IMMR,2021,162087308.08440566,,51490000.0,
IMMR,2022,233991464.2674562,,48820000.0,
IMMR,2023,204485263.1901354,,56071000.0,
IMMR,2024,,,,
BKSY,2020,,,,
BKSY,2021,3275419507.34523,156277000.0,165586000.0,3266110507.34523
BKSY,2022,1240071167.6107135,147627000.0,34181000.0,1353517167.6107135
BKSY,2023,1403021073.0099678,159721000.0,32815000.0,1529927073.0099678
BKSY,2024,266230396.37913704,191165000.0,13056000.0,444339396.37913704
XNET,2020,,,,
XNET,2021,,,,
XNET,2022,,,,
XNET,2023,,,,
XNET,2024,,,,
TBCH,2020,337704671.96305627,,46681000.0,
TBCH,2021,380936821.9555881,,37720000.0,
TBCH,2022,129374771.18654253,,11396000.0,
TBCH,2023,189417572.3415792,,18726000.0,
TBCH,2024,324486607.91357833,45620000.0,12995000.0,357111607.91357833
AVNW,2020,97421919.08720252,,41618000.0,
AVNW,2021,340544401.9064301,,47942000.0,
AVNW,2022,349330111.15265983,,36877000.0,
AVNW,2023,365384874.13406366,,22242000.0,
AVNW,2024,208820474.51734543,45954000.0,64622000.0,190152474.51734543
EGHT,2020,2836065244.508738,507572000.0,137394000.0,3206243244.508738
EGHT,2021,1881601882.9913328,599972000.0,112531000.0,2369042882.991333
